28.289,0.058
28.4,0.028
28.196,0.038
28.215,0.038
28.383,0.035
28.332,0.063
28.452,0.025
28.379,0.051
28.638,0.025
28.561,0.026
28.52,0.028
28.206,0.031
28.454,0.02
28.482,0.023
28.341,0.019
28.246,0.026
28.551,0.025
28.471,0.031
28.42,0.032
28.468,0.041
28.418,0.027
28.586,0.032
28.413,0.044
28.415,0.025
28.395,0.047
28.308,0.035
28.224,0.043
28.502,0.051
28.458,0.03
28.405,0.042
28.582,0.028
28.655,0.043
28.584,0.024
28.475,0.022
28.565,0.03
28.422,0.039
28.359,0.049
28.485,0.037
28.454,0.028
28.611,0.043
28.428,0.035
28.241,0.046
28.232,0.036
