1.2967,0.0055
1.3090,0.0047
1.4638,0.0190
1.3050,0.0075
1.2904,0.0049
1.2958,0.0046
1.3152,0.0063
1.3941,0.0067
1.3024,0.0068
1.3120,0.0077
1.3483,0.0074
1.3136,0.0117
1.3920,0.0093
1.3016,0.0062
1.3132,0.0083
1.2987,0.0113
1.2899,0.0075
1.3552,0.0060
1.2803,0.0120
1.2986,0.0078
1.3122,0.0138
1.3155,0.0160
1.3030,0.0081
1.2867,0.0075
1.3049,0.0093
1.3288,0.0185
1.3052,0.0073
1.3243,0.0120
1.3393,0.0141
1.3307,0.0112
1.3038,0.0098
1.3175,0.0182
1.2934,0.0072
1.3568,0.0194
1.3255,0.0138
1.3349,0.0110
1.3001,0.0111
1.3003,0.0162
1.4872,0.0144
1.3031,0.0100
1.2918,0.0157
1.3395,0.0161
1.3227,0.0170
1.3115,0.0121
1.2923,0.0147
