22.719,0.086
22.075,0.097
25.093,0.099
26.154,0.113
22.668,0.095
22.038,0.085
28.287,0.106
21.883,0.080
21.931,0.083
21.894,0.084
21.864,0.089
21.939,0.093
21.871,0.086
21.930,0.079
21.990,0.081
22.519,0.137
22.710,0.096
22.053,0.093 
22.360,0.083
23.700,0.089
22.655,0.083
21.905,0.083
22.138,0.086
22.046,0.103
22.419,0.100
21.997,0.089
21.949,0.094
21.957,0.109
21.872,0.088
22.041,0.109
23.549,0.088
22.307,0.092
23.238,0.092
22.938,0.097
25.459,0.110
22.971,0.084
25.311,0.110
22.659,0.089
21.913,0.081
21.693,0.079
21.752,0.086
21.874,0.083
